id,Time,YITmedian,YITmean,Team,Date,Home,home,Opponent,WINorLOSS,Differenceinpoints ,Diffinrank,diffinwin,QuarteroftheSeason,DifferenceinRebounds,DifferenceinBlocks
1,1,0,0,ATL,10/29/2014,Away,1,TOR,L,-1.44,-9,13.4,1,-0.99,0.28
1,2,0,0,ATL,11/1/2014,Home,0,IND,W,5.22,-16,26.9,1,-4.29,0.06
1,3,0,0,ATL,11/5/2014,Away,1,SAS,L,-0.63,-3,6.1,1,-3.07,-0.78
1,4,1,1,ATL,11/7/2014,Away,1,CHO,L,8.39,-20,33,1,-3.5,-0.83
1,5,1,1,ATL,11/8/2014,Home,0,NYK,W,10.66,-27,52.5,1,0.2,-0.02
1,6,0,0,ATL,11/10/2014,Away,1,NYK,W,10.66,-27,52.5,1,0.2,-0.02
1,7,0,0,ATL,11/12/2014,Home,0,UTA,W,7.41,-16,26.9,1,-3.4,-1.33
1,8,1,1,ATL,11/14/2014,Home,0,MIA,W,7.87,-19,28.1,1,1.44,0.1
1,9,0,0,ATL,11/15/2014,Away,1,CLE,L,-0.59,-5,8.6,1,-2.4,0.49
1,10,1,1,ATL,11/18/2014,Home,0,LAL,L,4.1,-25,47.6,1,-3.33,0.17
1,11,0,0,ATL,11/21/2014,Home,0,DET,W,4.05,-21,34.2,1,-4.33,-0.04
1,12,1,1,ATL,11/25/2014,Away,1,WAS,W,4.01,-10,17.1,1,-4.11,0.02
1,13,1,1,ATL,11/26/2014,Home,0,TOR,L,-1.44,-9,13.4,1,-0.99,0.28
1,14,0,0,ATL,11/28/2014,Home,0,NOP,W,3.2,-11,18.3,1,-2.89,-1.59
1,15,1,1,ATL,11/29/2014,Home,0,CHO,W,8.39,-20,33,1,-3.5,-0.83
1,16,1,1,ATL,12/2/2014,Home,0,BOS,W,1.18,-14,24.4,1,-3.28,1.05
1,17,1,1,ATL,12/3/2014,Away,1,MIA,W,7.87,-19,28.1,1,1.44,0.1
1,18,0,0,ATL,12/5/2014,Away,1,BRK,W,4.52,-16,26.9,1,-1.79,0.49
1,19,0,0,ATL,12/7/2014,Home,0,DEN,W,1.09,-22,36.6,1,-4.13,0.16
1,20,1,1,ATL,12/8/2014,Away,1,IND,W,5.22,-16,26.9,1,-4.29,0.06
1,21,0,0,ATL,12/10/2014,Home,0,PHI,W,10.57,-26,51.2,2,-2.29,-1.3
1,22,0,0,ATL,12/12/2014,Home,0,ORL,W,6.85,-24,42.7,2,-1.26,0.8
1,23,0,0,ATL,12/13/2014,Away,1,ORL,L,6.85,-24,42.7,2,-1.26,0.8
1,24,0,0,ATL,12/15/2014,Home,0,CHI,W,1.76,-7,12.2,2,-5.18,-1.17
1,25,1,1,ATL,12/17/2014,Away,1,CLE,W,-0.59,-5,8.6,2,-2.4,0.49
1,26,1,1,ATL,12/20/2014,Away,1,HOU,W,-1.38,-1,4.9,2,-3.12,-0.33
1,27,1,1,ATL,12/22/2014,Away,1,DAL,W,-2.67,-7,12.2,2,-1.71,0.11
1,28,1,1,ATL,12/23/2014,Home,0,LAC,W,-4.17,-1,4.9,2,-2.06,-0.35
1,29,0,0,ATL,12/26/2014,Home,0,MIL,L,4.71,-13,23.2,2,-1.51,-0.28
1,30,0,0,ATL,12/27/2014,Away,1,MIL,W,4.71,-13,23.2,2,-1.51,-0.28
1,31,1,1,ATL,12/30/2014,Home,0,CLE,W,-0.59,-5,8.6,2,-2.4,0.49
1,32,0,0,ATL,1/2/2015,Away,1,UTA,W,7.41,-16,26.9,2,-3.4,-1.33
1,33,1,1,ATL,1/3/2015,Away,1,POR,W,-0.24,-6,11,2,-5.29,0.1
1,34,1,1,ATL,1/5/2015,Away,1,LAC,W,-4.17,-1,4.9,2,-2.06,-0.35
1,35,0,0,ATL,1/7/2015,Home,0,MEM,W,4.23,-3,6.1,2,-2,0.4
1,36,1,1,ATL,1/9/2015,Away,1,DET,W,4.05,-21,34.2,2,-4.33,-0.04
1,37,1,1,ATL,1/11/2015,Home,0,WAS,W,4.01,-10,17.1,2,-4.11,0.02
1,38,1,1,ATL,1/13/2015,Away,1,PHI,W,10.57,-26,51.2,2,-2.29,-1.3
1,39,1,1,ATL,1/14/2015,Away,1,BOS,W,1.18,-14,24.4,2,-3.28,1.05
1,40,1,1,ATL,1/16/2015,Away,1,TOR,W,-1.44,-9,13.4,2,-0.99,0.28
1,41,1,1,ATL,1/17/2015,Away,1,CHI,W,1.76,-7,12.2,2,-5.18,-1.17
1,42,0,0,ATL,1/19/2015,Home,0,DET,W,4.05,-21,34.2,3,-4.33,-0.04
1,43,1,1,ATL,1/21/2015,Home,0,IND,W,5.22,-16,26.9,3,-4.29,0.06
1,44,1,1,ATL,1/23/2015,Home,0,OKC,W,-1.4,-11,18.3,3,-6.95,-0.9
1,45,1,1,ATL,1/25/2015,Home,0,MIN,W,4.79,-28,53.7,3,-0.35,0.65
1,46,1,1,ATL,1/28/2015,Home,0,BRK,W,4.52,-16,26.9,3,-1.79,0.49
1,47,1,1,ATL,1/30/2015,Home,0,POR,W,-0.24,-6,11,3,-5.29,0.1
1,48,0,0,ATL,1/31/2015,Home,0,PHI,W,10.57,-26,51.2,3,-2.29,-1.3
1,49,0,0,ATL,2/2/2015,Away,1,NOP,L,3.2,-11,18.3,3,-2.89,-1.59
1,50,1,1,ATL,2/4/2015,Home,0,WAS,W,4.01,-10,17.1,3,-4.11,0.02
1,51,1,1,ATL,2/6/2015,Home,0,GSW,W,-7.4,1,-8.5,3,-4.16,-1.41
1,52,0,0,ATL,2/8/2015,Away,1,MEM,L,4.23,-3,6.1,3,-2,0.4
1,53,1,1,ATL,2/9/2015,Away,1,MIN,W,4.79,-28,53.7,3,-0.35,0.65
1,54,0,0,ATL,2/11/2015,Away,1,BOS,L,1.18,-14,24.4,3,-3.28,1.05
1,55,0,0,ATL,2/20/2015,Home,0,TOR,L,-1.44,-9,13.4,3,-0.99,0.28
1,56,0,0,ATL,2/22/2015,Away,1,MIL,W,4.71,-13,23.2,3,-1.51,-0.28
1,57,1,1,ATL,2/25/2015,Home,0,DAL,W,-2.67,-7,12.2,3,-1.71,0.11
1,58,0,0,ATL,2/27/2015,Home,0,ORL,W,6.85,-24,42.7,3,-1.26,0.8
1,59,0,0,ATL,2/28/2015,Away,1,MIA,W,7.87,-19,28.1,3,1.44,0.1
1,60,1,1,ATL,3/3/2015,Home,0,HOU,W,-1.38,-1,4.9,3,-3.12,-0.33
1,61,1,1,ATL,3/6/2015,Home,0,CLE,W,-0.59,-5,8.6,3,-2.4,0.49
1,62,0,0,ATL,3/7/2015,Away,1,PHI,L,10.57,-26,51.2,4,-2.29,-1.3
1,63,1,1,ATL,3/9/2015,Home,0,SAC,W,1.21,-23,37.8,4,-3.62,0.68
1,64,0,0,ATL,3/11/2015,Away,1,DEN,L,1.09,-22,36.6,4,-4.13,0.16
1,65,0,0,ATL,3/13/2015,Away,1,PHO,W,0.15,-15,25.6,4,-2.6,-0.06
1,66,0,0,ATL,3/15/2015,Away,1,LAL,W,4.1,-25,47.6,4,-3.33,0.17
1,67,1,1,ATL,3/16/2015,Away,1,SAC,W,1.21,-23,37.8,4,-3.62,0.68
1,68,0,0,ATL,3/18/2015,Away,1,GSW,L,-7.4,1,-8.5,4,-4.16,-1.41
1,69,1,1,ATL,3/20/2015,Away,1,OKC,L,-1.4,-11,18.3,4,-6.95,-0.9
1,70,0,0,ATL,3/22/2015,Home,0,SAS,L,-0.63,-3,6.1,4,-3.07,-0.78
1,71,0,0,ATL,3/25/2015,Away,1,ORL,W,6.85,-24,42.7,4,-1.26,0.8
1,72,0,0,ATL,3/27/2015,Home,0,MIA,W,7.87,-19,28.1,4,1.44,0.1
1,73,0,0,ATL,3/28/2015,Away,1,CHO,L,8.39,-20,33,4,-3.5,-0.83
1,74,0,0,ATL,3/30/2015,Home,0,MIL,W,4.71,-13,23.2,4,-1.51,-0.28
1,75,0,0,ATL,3/31/2015,Away,1,DET,L,4.05,-21,34.2,4,-4.33,-0.04
1,76,1,1,ATL,4/4/2015,Home,0,BRK,W,4.52,-16,26.9,4,-1.79,0.49
1,77,0,0,ATL,4/7/2015,Home,0,PHO,W,0.15,-15,25.6,4,-2.6,-0.06
1,78,1,1,ATL,4/8/2015,Away,1,BRK,W,4.52,-16,26.9,4,-1.79,0.49
1,79,1,1,ATL,4/10/2015,Home,0,CHO,W,8.39,-20,33,4,-3.5,-0.83
1,80,0,0,ATL,4/12/2015,Away,1,WAS,L,4.01,-10,17.1,4,-4.11,0.02
1,81,1,1,ATL,4/13/2015,Home,0,NYK,L,10.66,-27,52.5,4,0.2,-0.02
1,82,0,0,ATL,4/15/2015,Away,1,CHI,L,1.76,-7,12.2,4,-5.18,-1.17
31,1,0,0,ATL,10/27/2015,Home,0,DET,L,3.34,-2,2.5,1,1.49,-0.56
31,2,1,1,ATL,10/29/2015,Away,1,NYK,W,-2.56,13,-19.5,1,0.16,-1.38
31,3,0,0,ATL,10/30/2015,Home,0,CHO,W,-3.85,7,-12.2,1,1.57,-0.94
31,4,0,0,ATL,11/1/2015,Away,1,CHO,W,-2.62,5,-11,1,2.29,-0.77
31,5,0,0,ATL,11/3/2015,Away,1,MIA,W,4.04,-2,2.5,1,-1.01,-0.99
31,6,0,0,ATL,11/4/2015,Home,0,BRK,W,0.57,7,-12.2,1,-1.9,-2.22
31,7,1,1,ATL,11/6/2015,Away,1,NOP,W,-2.59,3,-6.1,1,-3.67,-1.95
31,8,1,1,ATL,11/7/2015,Home,0,WAS,W,-1.77,9,-15.8,1,0.88,-0.56
31,9,1,1,ATL,11/9/2015,Home,0,MIN,L,-1.04,-1,1.2,1,0.68,-1.11
31,10,1,1,ATL,11/11/2015,Home,0,NOP,W,9.39,-12,26.8,1,0.99,-2.35
31,11,0,0,ATL,11/13/2015,Away,1,BOS,L,3.05,11,-18.3,1,1.28,-0.65
31,12,0,0,ATL,11/15/2015,Home,0,UTA,L,-1.43,8,-13.4,1,-2.01,-0.95
31,13,0,0,ATL,11/17/2015,Away,1,BRK,L,0.57,7,-12.2,1,-1.9,-2.22
31,14,1,1,ATL,11/18/2015,Home,0,SAC,W,-1.82,11,-18.3,1,0.21,-1.83
31,15,0,0,ATL,11/21/2015,Away,1,CLE,L,-1.18,14,-24.4,1,3.28,-1.05
31,16,1,1,ATL,11/24/2015,Home,0,BOS,W,2.87,-7,9.8,1,-1.05,-1.09
31,17,0,0,ATL,11/25/2015,Away,1,MIN,L,2.91,-11,23.2,1,-0.05,-0.88
31,18,1,1,ATL,11/27/2015,Away,1,MEM,W,2.83,4,-7.3,1,-0.83,-1.02
31,19,0,0,ATL,11/28/2015,Away,1,SAS,L,2.83,4,-7.3,1,-0.83,-1.02
31,20,1,1,ATL,11/30/2015,Home,0,OKC,W,7.21,-6,8.6,1,-0.22,-1.88
31,21,0,0,ATL,12/2/2015,Home,0,TOR,L,9.48,-13,28.1,2,3.48,-1.07
31,22,0,0,ATL,12/4/2015,Home,0,LAL,W,9.39,-12,26.8,2,0.99,-2.35
31,23,0,0,ATL,12/9/2015,Away,1,DAL,W,5.67,-10,18.3,2,2.02,-0.24
31,24,0,0,ATL,12/10/2015,Away,1,OKC,L,3.61,-14,29.3,2,2.93,-0.4
31,25,0,0,ATL,12/12/2015,Home,0,SAS,L,6.68,-5,3.7,2,4.72,-0.95
31,26,0,0,ATL,12/14/2015,Home,0,MIA,L,5.67,-10,18.3,2,2.02,-0.24
31,27,1,1,ATL,12/16/2015,Home,0,PHI,W,3.34,-2,2.5,2,1.49,-0.56
31,28,1,1,ATL,12/18/2015,Away,1,BOS,W,2.83,4,-7.3,2,-0.83,-1.02
31,29,1,1,ATL,12/20/2015,Away,1,ORL,W,0.02,-9,13.4,2,-0.34,-0.37
31,30,1,1,ATL,12/21/2015,Home,0,POR,W,-3.85,7,-12.2,2,1.57,-0.94
31,31,1,1,ATL,12/23/2015,Home,0,DET,W,0.57,7,-12.2,2,-1.9,-2.22
31,32,1,1,ATL,12/26/2015,Home,0,NYK,W,7.21,-6,8.6,2,-0.22,-1.88
31,33,0,0,ATL,12/28/2015,Away,1,IND,L,3.34,-2,2.5,2,1.49,-0.56
31,34,1,1,ATL,12/29/2015,Away,1,HOU,W,4.04,-2,2.5,2,-1.01,-0.99
31,35,0,0,ATL,1/3/2016,Away,1,NYK,L,-2.62,5,-11,2,2.29,-0.77
31,36,0,0,ATL,1/5/2016,Home,0,NYK,L,2.01,3,-6.1,2,0.39,-2.63
31,37,1,1,ATL,1/7/2016,Away,1,PHI,W,-1.18,14,-24.4,2,3.28,-1.05
31,38,1,1,ATL,1/9/2016,Home,0,CHI,W,0.57,7,-12.2,2,-1.9,-2.22
31,39,0,0,ATL,1/13/2016,Away,1,CHO,L,-5.35,13,-19.5,2,1.22,-1.4
31,40,0,0,ATL,1/15/2016,Away,1,MIL,L,-1.43,8,-13.4,2,-2.01,-0.95
31,41,1,1,ATL,1/16/2016,Home,0,BRK,W,-0.1,-8,12.2,2,-0.85,-0.89
31,42,0,0,ATL,1/18/2016,Home,0,ORL,W,-8.59,15,-32.9,3,-0.88,-2.46
31,43,1,1,ATL,1/20/2016,Away,1,POR,W,6.23,-2,2.5,3,-0.12,-2.38
31,44,0,0,ATL,1/21/2016,Away,1,SAC,L,3.61,-14,29.3,3,2.93,-0.4
31,45,0,0,ATL,1/23/2016,Away,1,PHO,L,-2.56,13,-19.5,3,0.16,-1.38
31,46,1,1,ATL,1/25/2016,Away,1,DEN,W,6.68,-5,3.7,3,4.72,-0.95
31,47,0,0,ATL,1/27/2016,Home,0,LAC,L,9.48,-13,28.1,3,3.48,-1.07
31,48,0,0,ATL,1/28/2016,Away,1,IND,L,-0.1,-8,12.2,3,-0.85,-0.89
31,49,0,0,ATL,1/31/2016,Away,1,MIA,L,9.39,-12,26.8,3,0.99,-2.35
31,50,1,1,ATL,2/1/2016,Home,0,DAL,W,3.52,1,-1.2,3,1.77,-1.33
31,51,1,1,ATL,2/3/2016,Away,1,PHI,W,-1.18,14,-24.4,3,3.28,-1.05
31,52,0,0,ATL,2/5/2016,Home,0,IND,W,0.02,-9,13.4,3,-0.34,-0.37
31,53,0,0,ATL,2/7/2016,Away,1,ORL,L,2.91,-11,23.2,3,-0.05,-0.88
31,54,1,1,ATL,2/8/2016,Home,0,ORL,L,-1.04,-1,1.2,3,0.68,-1.11
31,55,1,1,ATL,2/10/2016,Away,1,CHI,W,9.48,-13,28.1,3,3.48,-1.07
31,56,1,1,ATL,2/19/2016,Home,0,MIA,L,7.21,-6,8.6,3,-0.22,-1.88
31,57,1,1,ATL,2/20/2016,Home,0,MIL,L,-8.59,15,-32.9,3,-0.88,-2.46
31,58,0,0,ATL,2/22/2016,Home,0,GSW,L,-1.77,9,-15.8,3,0.88,-0.56
31,59,1,1,ATL,2/26/2016,Home,0,CHI,W,6.23,-2,2.5,3,-0.12,-2.38
31,60,0,0,ATL,2/28/2016,Home,0,CHO,W,2.01,3,-6.1,3,0.39,-2.63
31,61,1,1,ATL,3/1/2016,Away,1,GSW,L,5.67,-10,18.3,3,2.02,-0.24
31,62,1,1,ATL,3/4/2016,Away,1,LAL,W,6.68,-5,3.7,4,4.72,-0.95
31,63,1,1,ATL,3/5/2016,Away,1,LAC,W,3.05,11,-18.3,4,1.28,-0.65
31,64,0,0,ATL,3/8/2016,Away,1,UTA,W,5.67,-10,18.3,4,2.02,-0.24
31,65,0,0,ATL,3/10/2016,Away,1,TOR,L,4.04,-2,2.5,4,-1.01,-0.99
31,66,0,0,ATL,3/12/2016,Home,0,MEM,W,9.39,-12,26.8,4,0.99,-2.35
31,67,1,1,ATL,3/13/2016,Home,0,IND,W,-2.59,3,-6.1,4,-3.67,-1.95
31,68,1,1,ATL,3/16/2016,Away,1,DET,W,-1.82,11,-18.3,4,0.21,-1.83
31,69,1,1,ATL,3/17/2016,Home,0,DEN,W,2.87,-7,9.8,4,-1.05,-1.09
31,70,1,1,ATL,3/19/2016,Home,0,HOU,W,3.34,-2,2.5,4,1.49,-0.56
31,71,0,0,ATL,3/21/2016,Home,0,WAS,L,6.68,-5,3.7,4,4.72,-0.95
31,72,1,1,ATL,3/23/2016,Away,1,WAS,W,9.48,-13,28.1,4,3.48,-1.07
31,73,0,0,ATL,3/25/2016,Home,0,MIL,W,-5.35,13,-19.5,4,1.22,-1.4
31,74,1,1,ATL,3/26/2016,Away,1,DET,W,7.21,-6,8.6,4,-0.22,-1.88
31,75,0,0,ATL,3/28/2016,Away,1,CHI,W,4.04,-2,2.5,4,-1.01,-0.99
31,76,0,0,ATL,3/30/2016,Away,1,TOR,L,3.52,1,-1.2,4,1.77,-1.33
31,77,1,1,ATL,4/1/2016,Home,0,CLE,L,-2.62,5,-11,4,2.29,-0.77
31,78,1,1,ATL,4/5/2016,Home,0,PHO,W,2.87,-7,9.8,4,-1.05,-1.09
31,79,0,0,ATL,4/7/2016,Home,0,TOR,W,-1.77,9,-15.8,4,0.88,-0.56
31,80,1,1,ATL,4/9/2016,Home,0,BOS,W,-1.77,9,-15.8,4,0.88,-0.56
31,81,0,0,ATL,4/11/2016,Away,1,CLE,L,-2.62,5,-11,4,2.29,-0.77
31,82,0,0,ATL,4/13/2016,Away,1,WAS,L,3.52,1,-1.2,4,1.77,-1.33
61,1,1,1,ATL,10/27/2016,Home,0,WAS,W,-3.34,2,-2.5,1,-1.49,0.56
61,2,1,1,ATL,10/29/2016,Away,1,PHI,W,-0.48,-5,7.3,1,-2.54,-0.52
61,3,1,1,ATL,10/31/2016,Home,0,SAC,W,-5.93,5,-8.6,1,-5.16,-1.39
61,4,1,1,ATL,11/2/2016,Home,0,LAL,L,0.27,-12,26.8,1,1.44,0.16
61,5,0,0,ATL,11/4/2016,Away,1,WAS,L,6.13,-11,25.6,1,1.99,-0.51
61,6,1,1,ATL,11/5/2016,Home,0,HOU,W,2.33,-8,15.8,1,0.54,0.32
61,7,1,1,ATL,11/8/2016,Away,1,CLE,W,-4.38,1,-1.3,1,-0.8,-0.55
61,8,1,1,ATL,11/9/2016,Home,0,CHI,W,-11.93,17,-35.4,1,-2.37,-1.9
61,9,1,1,ATL,11/12/2016,Home,0,PHI,W,-4.77,10,-15.9,1,-3.5,-0.39
61,10,0,0,ATL,11/15/2016,Away,1,MIA,W,3.34,-3,1.2,1,3.23,-0.39
61,11,1,1,ATL,11/16/2016,Home,0,MIL,W,0.18,3,-3.7,1,0.28,-0.77
61,12,0,0,ATL,11/18/2016,Away,1,CHO,L,-5.93,5,-8.6,1,-5.16,-1.39
61,13,0,0,ATL,11/20/2016,Away,1,NYK,L,-5.16,13,-20.8,1,-1.28,-1.27
61,14,0,0,ATL,11/22/2016,Home,0,NOP,L,6.05,-10,24.3,1,-0.5,-1.79
61,15,0,0,ATL,11/23/2016,Away,1,IND,W,-2.77,9,-14.7,1,-3.39,-1.66
61,16,0,0,ATL,11/25/2016,Away,1,UTA,L,6.13,-11,25.6,1,1.99,-0.51
61,17,0,0,ATL,11/27/2016,Away,1,LAL,L,-5.16,13,-20.8,1,-1.28,-1.27
61,18,0,0,ATL,11/28/2016,Away,1,GSW,L,-4.52,16,-26.9,1,1.79,-0.49
61,19,1,1,ATL,11/30/2016,Away,1,PHO,L,-5.11,11,-18.3,1,-0.61,0
61,20,0,0,ATL,12/2/2016,Home,0,DET,L,-2.77,9,-14.7,1,-3.39,-1.66
61,21,0,0,ATL,12/3/2016,Away,1,TOR,L,6.05,-10,24.3,2,-0.5,-1.79
61,22,0,0,ATL,12/5/2016,Home,0,OKC,L,3.87,-4,6.1,2,-1.71,-1.32
61,23,0,0,ATL,12/7/2016,Home,0,MIA,W,3.34,-3,1.2,2,3.23,-0.39
61,24,1,1,ATL,12/9/2016,Away,1,MIL,W,-5.96,7,-13.5,2,0.8,-0.21
61,25,1,1,ATL,12/13/2016,Home,0,ORL,L,-5.11,11,-18.3,2,-0.61,0
61,26,1,1,ATL,12/16/2016,Away,1,TOR,W,-0.48,-5,7.3,2,-2.54,-0.52
61,27,0,0,ATL,12/17/2016,Home,0,CHO,L,-3.44,-6,9.7,2,-2.34,-0.33
61,28,1,1,ATL,12/19/2016,Away,1,OKC,W,-3.34,2,-2.5,2,-1.49,0.56
61,29,0,0,ATL,12/21/2016,Home,0,MIN,L,0.7,0,0,2,-2.5,-0.43
61,30,1,1,ATL,12/23/2016,Away,1,DEN,W,-3.32,-7,10.9,2,-1.83,0.2
61,31,0,0,ATL,12/26/2016,Away,1,MIN,L,-2.77,9,-14.7,2,-3.39,-1.66
61,32,0,0,ATL,12/28/2016,Home,0,NYK,W,2.33,-8,15.8,2,0.54,0.32
61,33,1,1,ATL,12/30/2016,Home,0,DET,W,3.34,-3,1.2,2,3.23,-0.39
61,34,1,1,ATL,1/1/2017,Home,0,SAS,W,-7.2,9,-14.7,2,0.09,-0.38
61,35,1,1,ATL,1/4/2017,Away,1,ORL,W,-3.34,2,-2.5,2,-1.49,0.56
61,36,0,0,ATL,1/5/2017,Away,1,NOP,W,6.05,-10,24.3,2,-0.5,-1.79
61,37,0,0,ATL,1/7/2017,Away,1,DAL,W,-0.48,-5,7.3,2,-2.54,-0.52
61,38,1,1,ATL,1/10/2017,Away,1,BRK,W,-5.9,15,-22,2,-1.33,-0.82
61,39,0,0,ATL,1/13/2017,Home,0,BOS,L,-0.29,13,-20.8,2,-0.21,-0.09
61,40,1,1,ATL,1/15/2017,Home,0,MIL,W,-0.51,6,-9.8,2,-2.32,-0.46
61,41,1,1,ATL,1/16/2017,Away,1,NYK,W,-0.51,6,-9.8,2,-2.32,-0.46
61,42,0,0,ATL,1/18/2017,Away,1,DET,L,-3.32,-7,10.9,3,-1.83,0.2
61,43,0,0,ATL,1/20/2017,Home,0,CHI,W,-8.7,15,-22,3,-0.27,-0.84
61,44,1,1,ATL,1/21/2017,Home,0,PHI,W,2.89,0,0,3,-1.61,-1.82
61,45,1,1,ATL,1/23/2017,Home,0,LAC,L,-4.52,16,-26.9,3,1.79,-0.49
61,46,1,1,ATL,1/25/2017,Away,1,CHI,W,-5.96,7,-13.5,3,0.8,-0.21
61,47,0,0,ATL,1/27/2017,Home,0,WAS,L,-8.7,15,-22,3,-0.27,-0.84
61,48,1,1,ATL,1/29/2017,Home,0,NYK,W,-5.96,7,-13.5,3,0.8,-0.21
61,49,0,0,ATL,2/1/2017,Away,1,MIA,L,6.13,-11,25.6,3,1.99,-0.51
61,50,1,1,ATL,2/2/2017,Away,1,HOU,W,-0.51,6,-9.8,3,-2.32,-0.46
61,51,1,1,ATL,2/4/2017,Home,0,ORL,W,0.18,3,-3.7,3,0.28,-0.77
61,52,0,0,ATL,2/6/2017,Home,0,UTA,L,-0.29,13,-20.8,3,-0.21,-0.09
61,53,1,1,ATL,2/8/2017,Home,0,DEN,W,-0.43,-9,20.7,3,-1.54,-0.32
61,54,1,1,ATL,2/10/2017,Away,1,SAC,L,-3.44,-6,9.7,3,-2.34,-0.33
61,55,1,1,ATL,2/13/2017,Away,1,POR,W,-1.33,5,-8.6,3,-1.1,-2.07
61,56,0,0,ATL,2/15/2017,Away,1,LAC,L,-5.9,15,-22,3,-1.33,-0.82
61,57,0,0,ATL,2/24/2017,Home,0,MIA,L,-7.2,9,-14.7,3,0.09,-0.38
61,58,0,0,ATL,2/25/2017,Away,1,ORL,L,-11.93,17,-35.4,3,-2.37,-1.9
61,59,1,1,ATL,2/27/2017,Away,1,BOS,W,3.87,-4,6.1,3,-1.71,-1.32
61,60,0,0,ATL,3/1/2017,Home,0,DAL,W,-4.38,1,-1.3,3,-0.8,-0.55
61,61,1,1,ATL,3/3/2017,Home,0,CLE,L,2.89,0,0,3,-1.61,-1.82
61,62,0,0,ATL,3/5/2017,Home,0,IND,L,-1.33,5,-8.6,4,-1.1,-2.07
61,63,1,1,ATL,3/6/2017,Home,0,GSW,L,3.34,-3,1.2,4,3.23,-0.39
61,64,1,1,ATL,3/8/2017,Home,0,BRK,W,6.05,-10,24.3,4,-0.5,-1.79
61,65,1,1,ATL,3/10/2017,Home,0,TOR,W,0.27,-12,26.8,4,1.44,0.16
61,66,1,1,ATL,3/11/2017,Away,1,MEM,W,-5.11,11,-18.3,4,-0.61,0
61,67,0,0,ATL,3/13/2017,Away,1,SAS,L,0.18,3,-3.7,4,0.28,-0.77
61,68,0,0,ATL,3/16/2017,Home,0,MEM,L,0.7,0,0,4,-2.5,-0.43
61,69,0,0,ATL,3/18/2017,Home,0,POR,L,-3.34,2,-2.5,4,-1.49,0.56
61,70,0,0,ATL,3/20/2017,Away,1,CHO,L,3.87,-4,6.1,4,-1.71,-1.32
61,71,0,0,ATL,3/22/2017,Away,1,WAS,L,-5.11,11,-18.3,4,-0.61,0
61,72,0,0,ATL,3/24/2017,Away,1,MIL,L,-0.43,-9,20.7,4,-1.54,-0.32
61,73,0,0,ATL,3/26/2017,Home,0,BRK,L,0.7,0,0,4,-2.5,-0.43
61,74,0,0,ATL,3/28/2017,Home,0,PHO,W,6.13,-11,25.6,4,1.99,-0.51
61,75,0,0,ATL,3/29/2017,Away,1,PHI,W,-5.96,7,-13.5,4,0.8,-0.21
61,76,1,1,ATL,4/1/2017,Away,1,CHI,L,-4.52,16,-26.9,4,1.79,-0.49
61,77,0,0,ATL,4/2/2017,Away,1,BRK,L,-4.77,10,-15.9,4,-3.5,-0.39
61,78,1,1,ATL,4/6/2017,Home,0,BOS,W,-4.52,16,-26.9,4,1.79,-0.49
61,79,1,1,ATL,4/7/2017,Away,1,CLE,W,-0.51,6,-9.8,4,-2.32,-0.46
61,80,1,1,ATL,4/9/2017,Home,0,CLE,W,0.18,3,-3.7,4,0.28,-0.77
61,81,0,0,ATL,4/11/2017,Home,0,CHO,W,-2.77,9,-14.7,4,-3.39,-1.66
61,82,0,0,ATL,4/12/2017,Away,1,IND,L,2.33,-8,15.8,4,0.54,0.32
91,1,1,1,ATL,10/18/2017,Away,1,DAL,W,-3.68,7,-9.8,1,1.99,0.55
91,2,0,0,ATL,10/20/2017,Away,1,CHO,L,-4.16,17,-26.9,1,1.5,1.23
91,3,0,1,ATL,10/22/2017,Away,1,BRK,L,2.27,-7,19.5,1,3.7,0.8
91,4,0,0,ATL,10/23/2017,Away,1,MIA,L,-5.2,9,-14.7,1,0.61,-0.76
91,5,0,0,ATL,10/26/2017,Away,1,CHI,L,-0.52,1,-4.9,1,4.94,0.93
91,6,0,0,ATL,10/27/2017,Home,0,DEN,L,-8.39,20,-33,1,3.5,0.83
91,7,1,1,ATL,10/29/2017,Home,0,MIL,L,-4.29,-5,14.6,1,0.17,1
91,8,1,1,ATL,11/1/2017,Away,1,PHI,L,-8.63,14,-22,1,-1.79,0.93
91,9,0,1,ATL,11/3/2017,Home,0,HOU,L,-8.24,5,-7.4,1,0.9,0.77
91,10,1,1,ATL,11/5/2017,Away,1,CLE,W,-15.79,21,-41.5,1,-0.66,-0.59
91,11,1,1,ATL,11/6/2017,Home,0,BOS,L,-11.06,13,-20.8,1,1.79,0.94
91,12,0,1,ATL,11/10/2017,Away,1,DET,L,-3.17,4,-6.1,1,-0.79,0.89
91,13,0,0,ATL,11/11/2017,Away,1,WAS,L,-1.54,-4,9.7,1,2.24,1.63
91,14,1,1,ATL,11/13/2017,Away,1,NOP,L,-0.52,1,-4.9,1,4.94,0.93
91,15,1,1,ATL,11/15/2017,Home,0,SAC,W,-12.56,19,-28.1,1,1.44,0.48
91,16,0,0,ATL,11/18/2017,Home,0,BOS,L,-8.63,14,-22,1,-1.79,0.93
91,17,0,0,ATL,11/20/2017,Away,1,SAS,L,-15.79,21,-41.5,1,-0.66,-0.59
91,18,0,0,ATL,11/22/2017,Home,0,LAC,L,-8.39,20,-33,1,3.5,0.83
91,19,1,1,ATL,11/24/2017,Home,0,NYK,W,-6.63,13,-20.8,1,-1.68,-0.34
