id,Time,YITmedian,YITmean,Team,Date,Home,home,Opponent,WINorLOSS,Differenceinpoints ,Diffinrank,diffinwin,QuarteroftheSeason,DifferenceinRebounds,DifferenceinBlocks
104,62,1,1,LAL,3/3/2018,Away,1,SAS,W,3.87,-4,3.6,4,1.63,0.32
104,63,0,0,LAL,3/5/2018,Home,0,POR,L,2.26,18,-29.3,4,-0.27,0.62
104,64,1,0,LAL,3/7/2018,Home,0,ORL,W,4.52,1,-2.5,4,0.93,-0.6
104,65,1,1,LAL,3/9/2018,Away,1,DEN,L,8.9,2,-8.6,4,1.01,-0.7
104,66,1,1,LAL,3/11/2018,Home,0,CLE,W,9.24,-8,19.5,4,1.28,0.38
104,67,1,1,LAL,3/13/2018,Home,0,DEN,W,3.87,-4,3.6,4,1.63,0.32
104,68,0,0,LAL,3/14/2018,Away,1,GSW,L,4.62,9,-13.5,4,-2.07,0.78
104,69,0,0,LAL,3/16/2018,Home,0,MIA,L,8.23,-3,1.2,4,-0.12,-1.2
104,70,0,0,LAL,3/19/2018,Away,1,IND,L,4.94,7,-11,4,-2.05,-1.24
104,71,1,1,LAL,3/22/2018,Away,1,NOP,L,4.17,-5,4.8,4,2.68,-0.09
104,72,0,0,LAL,3/24/2018,Away,1,MEM,W,5.72,-6,12.2,4,-0.59,0.67
104,73,0,0,LAL,3/26/2018,Away,1,DET,L,4.29,7,-11,4,1.17,0.76
104,74,0,0,LAL,3/28/2018,Home,0,DAL,W,1.44,9,-13.5,4,-1.24,-0.15
104,75,1,1,LAL,3/30/2018,Home,0,MIL,L,2.51,4,-9.8,4,2.4,0.55
104,76,0,0,LAL,4/1/2018,Home,0,SAC,L,6.54,14,-18.3,4,0.12,-1.99
104,77,1,1,LAL,4/3/2018,Away,1,UTA,L,4.7,0,0,4,-0.38,-0.33
104,78,1,1,LAL,4/4/2018,Home,0,SAS,W,1.44,9,-13.5,4,-1.24,-0.15
104,79,0,0,LAL,4/6/2018,Home,0,MIN,L,4.17,-5,4.8,4,2.68,-0.09
104,80,0,0,LAL,4/8/2018,Home,0,UTA,L,-3.63,16,-26.9,4,-4.38,-1.45
104,81,0,0,LAL,4/10/2018,Home,0,HOU,L,5.72,-6,12.2,4,-0.59,0.67
104,82,1,1,LAL,4/11/2018,Away,1,LAC,W,0.04,4,-9.8,4,1.18,-0.76
15,1,1,1,MEM,10/29/2014,Home,0,MIN,W,-6.68,-3,14.6,1,-4.71,-0.02
15,2,0,0,MEM,10/31/2014,Away,1,IND,W,4.89,-26,56.1,1,1.51,1.87
15,3,0,0,MEM,11/1/2014,Away,1,CHO,W,-2.18,-5,23.2,1,-1,1.67
15,4,0,0,MEM,11/3/2014,Home,0,NOP,W,5.18,-22,42.7,1,-0.45,0.23
15,5,1,1,MEM,11/5/2014,Away,1,PHO,W,-0.54,-15,31.7,1,2.07,1.98
15,6,0,0,MEM,11/7/2014,Away,1,OKC,W,0.13,-5,23.2,1,-0.02,0.57
15,7,0,0,MEM,11/8/2014,Away,1,MIL,L,-3.05,-19,41.5,1,-0.33,1.43
15,8,1,1,MEM,11/11/2014,Home,0,LAL,W,-1.61,-10,28,1,-1.57,1.28
15,9,1,1,MEM,11/13/2014,Home,0,SAC,W,6.12,-28,69.5,1,2.67,-0.12
15,10,0,0,MEM,11/15/2014,Home,0,DET,W,-1.61,-10,28,1,-1.57,1.28
15,11,1,1,MEM,11/17/2014,Home,0,HOU,W,1.65,-19,41.5,1,-0.71,1.1
15,12,0,0,MEM,11/19/2014,Away,1,TOR,L,0.82,-23,45.1,1,1.3,1.74
15,13,1,1,MEM,11/21/2014,Home,0,BOS,W,4.44,-12,30.5,1,2.29,1.65
15,14,1,1,MEM,11/23/2014,Home,0,LAC,W,2.67,-25,53.7,1,-0.91,2.1
15,15,1,1,MEM,11/26/2014,Away,1,LAL,W,1.24,-12,30.5,1,0.84,2.18
15,16,1,1,MEM,11/28/2014,Away,1,POR,W,1.65,-19,41.5,1,-0.71,1.1
15,17,0,0,MEM,11/30/2014,Away,1,SAC,W,0.7,-5,23.2,1,1.83,-0.01
15,18,0,0,MEM,12/3/2014,Away,1,HOU,L,1.89,-12,30.5,1,-2.38,0.18
15,19,1,1,MEM,12/5/2014,Home,0,SAS,L,4.49,-19,41.5,1,2.24,0.12
15,20,1,1,MEM,12/7/2014,Home,0,MIA,W,4.44,-12,30.5,1,2.29,1.65
15,21,1,1,MEM,12/9/2014,Home,0,DAL,W,-2.18,-5,23.2,2,-1,1.67
15,22,1,1,MEM,12/12/2014,Home,0,CHO,W,6.12,-28,69.5,2,2.67,-0.12
15,23,1,1,MEM,12/13/2014,Away,1,PHI,W,0.83,-2,13.4,2,0.5,0.44
15,24,1,1,MEM,12/16/2014,Home,0,GSW,W,6.2,-27,61,2,0.95,1.8
15,25,1,1,MEM,12/17/2014,Away,1,SAS,W,0.7,-5,23.2,2,1.83,-0.01
15,26,0,0,MEM,12/19/2014,Home,0,CHI,L,5.85,-17,32.9,2,0.68,0.73
15,27,0,0,MEM,12/21/2014,Away,1,CLE,L,-0.54,-15,31.7,2,2.07,1.98
15,28,0,0,MEM,12/22/2014,Home,0,UTA,L,-0.96,-4,17.1,2,1.87,0.3
15,29,1,1,MEM,12/26/2014,Home,0,HOU,L,1.38,-9,26.8,2,-0.3,1.15
15,30,1,1,MEM,12/27/2014,Away,1,MIA,W,1.12,-24,46.3,2,2.35,1.34
15,31,0,0,MEM,12/30/2014,Home,0,SAS,W,-3.01,-15,31.7,2,0.85,0.67
15,32,1,1,MEM,1/2/2015,Away,1,LAL,W,1.65,-19,41.5,2,-0.71,1.1
15,33,0,0,MEM,1/3/2015,Away,1,DEN,L,1.12,-24,46.3,2,2.35,1.34
15,34,1,1,MEM,1/5/2015,Home,0,NYK,W,2.67,-25,53.7,2,-0.91,2.1
15,35,0,0,MEM,1/7/2015,Away,1,ATL,L,-3.01,-15,31.7,2,0.85,0.67
15,36,0,0,MEM,1/9/2015,Away,1,NOP,L,4.49,-19,41.5,2,2.24,0.12
15,37,1,1,MEM,1/11/2015,Home,0,PHO,W,5.85,-17,32.9,2,0.68,0.73
15,38,1,1,MEM,1/14/2015,Away,1,BRK,W,5.18,-22,42.7,2,-0.45,0.23
15,39,1,1,MEM,1/16/2015,Away,1,ORL,W,4.89,-26,56.1,2,1.51,1.87
15,40,1,1,MEM,1/17/2015,Home,0,POR,W,1.57,-10,28,2,-2.4,2.21
15,41,0,0,MEM,1/19/2015,Home,0,DAL,L,-0.79,-1,12.2,2,-0.6,2.05
15,42,0,0,MEM,1/21/2015,Home,0,TOR,W,1.24,-12,30.5,3,0.84,2.18
15,43,1,1,MEM,1/24/2015,Home,0,PHI,W,2.67,-25,53.7,3,-0.91,2.1
15,44,1,1,MEM,1/26/2015,Home,0,ORL,W,6.2,-27,61,3,0.95,1.8
15,45,1,1,MEM,1/27/2015,Away,1,DAL,W,-11.35,1,-7.3,3,-2.28,-0.16
15,46,1,1,MEM,1/29/2015,Home,0,DEN,W,-3.01,-15,31.7,3,0.85,0.67
15,47,0,0,MEM,1/31/2015,Home,0,OKC,W,-0.79,-1,12.2,3,-0.6,2.05
15,48,1,1,MEM,2/2/2015,Away,1,PHO,W,1.48,-18,39,3,0.6,0.83
15,49,1,1,MEM,2/4/2015,Away,1,UTA,W,0.82,-23,45.1,3,1.3,1.74
15,50,0,0,MEM,2/6/2015,Away,1,MIN,L,1.24,-12,30.5,3,0.84,2.18
15,51,0,0,MEM,2/8/2015,Home,0,ATL,W,6.2,-27,61,3,0.95,1.8
15,52,0,0,MEM,2/10/2015,Home,0,BRK,W,3.49,-5,23.2,3,-0.21,-0.56
15,53,0,0,MEM,2/11/2015,Away,1,OKC,L,1.48,-18,39,3,0.6,0.83
15,54,1,0,MEM,2/22/2015,Away,1,POR,W,-0.96,-4,17.1,3,1.87,0.3
15,55,0,0,MEM,2/23/2015,Away,1,LAC,W,6.2,-27,61,3,0.95,1.8
15,56,0,0,MEM,2/25/2015,Away,1,SAC,L,2.67,-25,53.7,3,-0.91,2.1
15,57,0,0,MEM,2/27/2015,Home,0,LAC,L,-3.05,-19,41.5,3,-0.33,1.43
15,58,1,1,MEM,2/28/2015,Away,1,MIN,W,5.85,-17,32.9,3,0.68,0.73
15,59,0,0,MEM,3/3/2015,Home,0,UTA,L,-3.01,-15,31.7,3,0.85,0.67
15,60,1,1,MEM,3/4/2015,Away,1,HOU,W,1.57,-10,28,3,-2.4,2.21
15,61,0,0,MEM,3/6/2015,Home,0,LAL,W,0.82,-23,45.1,3,1.3,1.74
15,62,0,0,MEM,3/7/2015,Away,1,NOP,L,-3.05,-19,41.5,4,-0.33,1.43
15,63,1,1,MEM,3/9/2015,Away,1,CHI,W,1.38,-9,26.8,4,-0.3,1.15
15,64,0,0,MEM,3/11/2015,Away,1,BOS,L,1.12,-24,46.3,4,2.35,1.34
15,65,0,0,MEM,3/12/2015,Away,1,WAS,L,1.89,-12,30.5,4,-2.38,0.18
15,66,0,0,MEM,3/14/2015,Home,0,MIL,W,-6.68,-3,14.6,4,-4.71,-0.02
15,67,0,0,MEM,3/16/2015,Home,0,DEN,W,-0.96,-4,17.1,4,1.87,0.3
15,68,0,0,MEM,3/17/2015,Away,1,DET,L,-1.61,-10,28,4,-1.57,1.28
15,69,1,1,MEM,3/20/2015,Away,1,DAL,W,-11.35,1,-7.3,4,-2.28,-0.16
15,70,0,0,MEM,3/21/2015,Home,0,POR,W,0.13,-5,23.2,4,-0.02,0.57
15,71,1,1,MEM,3/23/2015,Away,1,NYK,W,3.49,-5,23.2,4,-0.21,-0.56
15,72,0,0,MEM,3/25/2015,Home,0,CLE,L,4.44,-12,30.5,4,2.29,1.65
15,73,0,0,MEM,3/27/2015,Home,0,GSW,L,-6.68,-3,14.6,4,-4.71,-0.02
15,74,0,0,MEM,3/29/2015,Away,1,SAS,L,4.44,-12,30.5,4,2.29,1.65
15,75,0,0,MEM,3/30/2015,Home,0,SAC,W,0.82,-23,45.1,4,1.3,1.74
15,76,1,1,MEM,4/3/2015,Home,0,OKC,W,0.83,-2,13.4,4,0.5,0.44
15,77,0,0,MEM,4/4/2015,Home,0,WAS,L,5.85,-17,32.9,4,0.68,0.73
15,78,1,1,MEM,4/8/2015,Home,0,NOP,W,-11.35,1,-7.3,4,-2.28,-0.16
15,79,0,0,MEM,4/10/2015,Away,1,UTA,W,1.65,-19,41.5,4,-0.71,1.1
15,80,0,0,MEM,4/11/2015,Away,1,LAC,L,-11.35,1,-7.3,4,-2.28,-0.16
15,81,1,1,MEM,4/13/2015,Away,1,GSW,L,-6.68,-3,14.6,4,-4.71,-0.02
15,82,0,0,MEM,4/15/2015,Home,0,IND,W,1.24,-12,30.5,4,0.84,2.18
45,1,0,0,MEM,10/28/2015,Home,0,CLE,L,0.55,-7,13.4,1,-0.8,0.71
45,2,1,1,MEM,10/29/2015,Away,1,IND,W,-3.01,-3,9.8,1,-1.5,1.23
45,3,0,1,MEM,10/31/2015,Home,0,BRK,W,3.66,-17,28.1,1,1.74,-0.32
45,4,0,0,MEM,11/2/2015,Away,1,GSW,L,0.41,-10,17.1,1,0.34,1.74
45,5,1,1,MEM,11/3/2015,Away,1,SAC,W,-7.51,-1,1.2,1,-5.21,-0.46
45,6,0,0,MEM,11/5/2015,Away,1,POR,L,0.65,-16,25.6,1,0.1,0.39
45,7,0,0,MEM,11/7/2015,Away,1,UTA,L,2.66,-3,9.8,1,-0.71,-1
45,8,0,0,MEM,11/9/2015,Away,1,LAC,L,4.35,-20,29.3,1,-0.95,-0.21
45,9,0,0,MEM,11/11/2015,Home,0,GSW,L,5.29,-26,56.1,1,2.17,-0.56
45,10,0,1,MEM,11/13/2015,Home,0,POR,W,-0.01,-21,31.7,1,0.8,1.3
45,11,1,1,MEM,11/15/2015,Away,1,MIN,W,-3.88,-17,28.1,1,-0.83,0.99
45,12,1,1,MEM,11/16/2015,Home,0,OKC,W,-12.18,3,-20.7,1,-2.78,-0.6
45,13,0,0,MEM,11/20/2015,Home,0,HOU,W,5.02,-15,19.5,1,0.18,0.29
45,14,0,0,MEM,11/21/2015,Away,1,SAS,L,5.37,-25,47.6,1,0.45,1.37
45,15,1,1,MEM,11/24/2015,Home,0,DAL,W,-1.79,-2,3.7,1,1.37,-0.13
45,16,1,1,MEM,11/25/2015,Away,1,HOU,W,-1.62,1,-1.2,1,-1.1,1.61
45,17,0,1,MEM,11/27/2015,Home,0,ATL,L,-1.37,-13,18.3,1,1.57,1.54
45,18,0,0,MEM,11/29/2015,Home,0,PHI,W,1.84,-23,40.3,1,-1.41,1.66
45,19,1,1,MEM,12/1/2015,Away,1,NOP,W,-0.13,-3,9.8,1,1.33,-0.45
45,20,0,0,MEM,12/3/2015,Home,0,SAS,L,0.82,-17,28.1,1,-1.21,0.66
45,21,0,0,MEM,12/6/2015,Home,0,PHO,W,-12.18,3,-20.7,2,-2.78,-0.6
45,22,0,0,MEM,12/8/2015,Home,0,OKC,L,5.37,-25,47.6,2,0.45,1.37
45,23,0,0,MEM,12/9/2015,Away,1,DET,W,-0.83,2,-13.4,2,-0.5,-0.44
45,24,0,0,MEM,12/11/2015,Home,0,CHO,L,3.66,-17,28.1,2,1.74,-0.32
45,25,0,0,MEM,12/13/2015,Away,1,MIA,L,5.29,-26,56.1,2,2.17,-0.56
45,26,1,1,MEM,12/14/2015,Home,0,WAS,W,0.55,-7,13.4,2,-0.8,0.71
45,27,0,0,MEM,12/16/2015,Away,1,CHI,L,-0.7,-3,9.8,2,-0.52,0.13
45,28,0,0,MEM,12/18/2015,Away,1,DAL,L,2.66,-3,9.8,2,-0.71,-1
45,29,0,0,MEM,12/19/2015,Home,0,IND,W,-3.88,-17,28.1,2,-0.83,0.99
45,30,1,1,MEM,12/22/2015,Away,1,PHI,W,0.41,-10,17.1,2,0.34,1.74
45,31,0,0,MEM,12/23/2015,Away,1,WAS,L,3.66,-17,28.1,2,1.74,-0.32
45,32,0,0,MEM,12/26/2015,Away,1,CHO,L,1.06,-10,17.1,2,-2.88,-0.26
45,33,1,1,MEM,12/27/2015,Home,0,LAL,W,-1.37,-13,18.3,2,1.57,1.54
45,34,0,0,MEM,12/29/2015,Home,0,MIA,W,-0.7,-3,9.8,2,-0.52,0.13
45,35,0,0,MEM,1/2/2016,Away,1,UTA,L,1.06,-10,17.1,2,-2.88,-0.26
45,36,0,0,MEM,1/4/2016,Away,1,POR,W,-1.62,1,-1.2,2,-1.1,1.61
45,37,0,0,MEM,1/6/2016,Away,1,OKC,L,4.06,-24,42.7,2,1.01,1.43
45,38,0,0,MEM,1/8/2016,Home,0,DEN,W,-1.37,-13,18.3,2,1.57,1.54
45,39,0,1,MEM,1/10/2016,Home,0,BOS,W,5.29,-26,56.1,2,2.17,-0.56
45,40,0,0,MEM,1/12/2016,Home,0,HOU,L,0.65,-16,25.6,2,0.1,0.39
45,41,1,1,MEM,1/14/2016,Home,0,DET,W,4.06,-24,42.7,2,1.01,1.43
45,42,1,1,MEM,1/16/2016,Home,0,NYK,W,-3.01,-3,9.8,3,-1.5,1.23
45,43,0,1,MEM,1/18/2016,Home,0,NOP,W,2.66,-3,9.8,3,-0.71,-1
45,44,1,1,MEM,1/21/2016,Away,1,DEN,W,-1.79,-2,3.7,3,1.37,-0.13
45,45,0,1,MEM,1/23/2016,Away,1,MIN,L,-1.37,-13,18.3,3,1.57,1.54
45,46,1,1,MEM,1/25/2016,Home,0,ORL,W,4.35,-20,29.3,3,-0.95,-0.21
45,47,1,1,MEM,1/28/2016,Home,0,MIL,W,0.74,-8,14.6,3,-2.9,1.77
45,48,1,1,MEM,1/30/2016,Home,0,SAC,W,0.82,-17,28.1,3,-1.21,0.66
45,49,1,1,MEM,2/1/2016,Away,1,NOP,W,1.84,-23,40.3,3,-1.41,1.66
45,50,0,0,MEM,2/5/2016,Away,1,NYK,W,-2.44,-8,14.6,3,-2.07,0.84
45,51,1,1,MEM,2/6/2016,Home,0,DAL,L,0.74,-8,14.6,3,-2.9,1.77
45,52,1,1,MEM,2/8/2016,Home,0,POR,L,0.29,-22,32.9,3,1.85,0.9
45,53,1,1,MEM,2/10/2016,Away,1,BRK,W,1.06,-10,17.1,3,-2.88,-0.26
45,54,1,1,MEM,2/19/2016,Home,0,MIN,W,3.61,-10,17.1,3,1.79,1.21
45,55,0,0,MEM,2/21/2016,Away,1,TOR,L,4.35,-20,29.3,3,-0.95,-0.21
45,56,1,1,MEM,2/24/2016,Home,0,LAL,W,0.29,-22,32.9,3,1.85,0.9
45,57,1,1,MEM,2/26/2016,Away,1,LAL,W,-1.62,1,-1.2,3,-1.1,1.61
45,58,1,1,MEM,2/27/2016,Away,1,PHO,L,0.74,-8,14.6,3,-2.9,1.77
45,59,1,1,MEM,2/29/2016,Away,1,DEN,W,5.02,-15,19.5,3,0.18,0.29
45,60,1,1,MEM,3/2/2016,Home,0,SAC,W,-2.44,-8,14.6,3,-2.07,0.84
45,61,0,0,MEM,3/4/2016,Home,0,UTA,W,-3.84,-13,18.3,3,0.35,0.23
45,62,0,1,MEM,3/6/2016,Home,0,PHO,L,4.06,-24,42.7,4,1.01,1.43
45,63,1,1,MEM,3/7/2016,Away,1,CLE,W,-0.13,-3,9.8,4,1.33,-0.45
45,64,0,0,MEM,3/9/2016,Away,1,BOS,L,2.66,-3,9.8,4,-0.71,-1
45,65,1,1,MEM,3/11/2016,Home,0,NOP,W,1.06,-10,17.1,4,-2.88,-0.26
45,66,0,0,MEM,3/12/2016,Away,1,ATL,L,3.66,-17,28.1,4,1.74,-0.32
45,67,0,0,MEM,3/14/2016,Away,1,HOU,L,0.55,-7,13.4,4,-0.8,0.71
45,68,1,1,MEM,3/16/2016,Home,0,MIN,L,-3.01,-3,9.8,4,-1.5,1.23
45,69,0,0,MEM,3/17/2016,Away,1,MIL,L,0.65,-16,25.6,4,0.1,0.39
45,70,1,1,MEM,3/19/2016,Home,0,LAC,W,-3.01,-3,9.8,4,-1.5,1.23
45,71,1,1,MEM,3/21/2016,Away,1,PHO,W,-3.84,-13,18.3,4,0.35,0.23
45,72,0,1,MEM,3/22/2016,Away,1,LAL,L,-0.01,-21,31.7,4,0.8,1.3
45,73,1,1,MEM,3/25/2016,Away,1,SAS,L,-7.51,-1,1.2,4,-5.21,-0.46
45,74,0,0,MEM,3/28/2016,Home,0,SAS,L,-0.13,-3,9.8,4,1.33,-0.45
45,75,1,1,MEM,3/30/2016,Home,0,DEN,L,3.61,-10,17.1,4,1.79,1.21
45,76,0,0,MEM,4/1/2016,Home,0,TOR,L,-0.83,2,-13.4,4,-0.5,-0.44
45,77,1,1,MEM,4/3/2016,Away,1,ORL,L,-0.7,-3,9.8,4,-0.52,0.13
45,78,1,1,MEM,4/5/2016,Home,0,CHI,W,-0.13,-3,9.8,4,1.33,-0.45
45,79,0,0,MEM,4/8/2016,Away,1,DAL,L,0.55,-7,13.4,4,-0.8,0.71
45,80,0,0,MEM,4/9/2016,Home,0,GSW,L,4.35,-20,29.3,4,-0.95,-0.21
45,81,0,0,MEM,4/12/2016,Away,1,LAC,L,5.29,-26,56.1,4,2.17,-0.56
45,82,1,1,MEM,4/13/2016,Away,1,GSW,L,4.06,-24,42.7,4,1.01,1.43
75,1,0,1,MEM,10/26/2016,Home,0,MIN,W,-4.28,7,-4.9,1,-3.09,1.48
75,2,1,1,MEM,10/29/2016,Away,1,NYK,L,0.27,-11,36.6,1,1.99,-0.85
75,3,1,1,MEM,10/30/2016,Home,0,WAS,W,-4.48,8,-6.1,1,-0.99,0.41
75,4,0,0,MEM,11/1/2016,Away,1,MIN,L,-7.46,7,-4.9,1,-2.26,0.55
75,5,0,0,MEM,11/2/2016,Home,0,NOP,W,-4.21,-2,8.6,1,-1.39,0.37
75,6,0,0,MEM,11/4/2016,Home,0,LAC,L,-1.41,5,-2.4,1,1.61,0.91
75,7,0,0,MEM,11/6/2016,Home,0,POR,L,-6.65,16,-20.7,1,-1.28,1.32
75,8,1,1,MEM,11/8/2016,Home,0,DEN,W,-2.37,12,-9.7,1,-0.89,-1.29
75,9,0,0,MEM,11/12/2016,Away,1,MIL,L,-4.38,-1,6.1,1,-0.09,0.1
75,10,0,1,MEM,11/14/2016,Away,1,UTA,W,-5.16,12,-9.7,1,1.15,-0.74
75,11,1,1,MEM,11/16/2016,Away,1,LAC,W,-5.02,15,-19.5,1,-0.18,-0.29
75,12,0,0,MEM,11/18/2016,Away,1,DAL,W,-4.61,5,-2.4,1,0.16,1.45
75,13,0,0,MEM,11/19/2016,Home,0,MIN,W,-12.54,14,-18.3,1,-5.39,-0.76
75,14,1,1,MEM,11/21/2016,Away,1,CHO,W,-6.82,13,-15.8,1,1.18,-0.43
75,15,1,1,MEM,11/23/2016,Away,1,PHI,W,-5.04,-6,12.2,1,0.62,1.01
75,16,0,0,MEM,11/25/2016,Home,0,MIA,L,-17.21,18,-40.2,1,-2.96,-0.89
75,17,1,1,MEM,11/26/2016,Away,1,MIA,W,-4.38,-1,6.1,1,-0.09,0.1
75,18,0,0,MEM,11/28/2016,Home,0,CHO,L,-4.48,8,-6.1,1,-0.99,0.41
75,19,1,1,MEM,11/30/2016,Away,1,TOR,L,-8.9,-2,8.6,1,-1.01,0.7
75,20,0,0,MEM,12/1/2016,Home,0,ORL,W,-0.67,-5,9.8,1,-1.13,-0.5
75,21,1,1,MEM,12/3/2016,Home,0,LAL,W,-12.54,14,-18.3,2,-5.39,-0.76
75,22,1,1,MEM,12/5/2016,Away,1,NOP,W,-12.54,14,-18.3,2,-5.39,-0.76
75,23,0,0,MEM,12/6/2016,Home,0,PHI,W,-5.85,17,-32.9,2,-0.68,-0.73
75,24,0,0,MEM,12/8/2016,Home,0,POR,W,-5.04,-6,12.2,2,0.62,1.01
75,25,1,1,MEM,12/10/2016,Home,0,GSW,W,-4.21,-2,8.6,2,-1.39,0.37
75,26,0,0,MEM,12/13/2016,Away,1,CLE,L,-3.18,-8,20.8,2,-1.6,1.37
75,27,0,0,MEM,12/14/2016,Home,0,CLE,W,-17.21,18,-40.2,2,-2.96,-0.89
75,28,0,0,MEM,12/16/2016,Home,0,SAC,L,-6.82,13,-15.8,2,1.18,-0.43
75,29,0,0,MEM,12/18/2016,Home,0,UTA,L,0.27,-11,36.6,2,1.99,-0.85
75,30,1,1,MEM,12/20/2016,Home,0,BOS,L,-4.73,-7,13.4,2,1.67,0.61
75,31,0,0,MEM,12/21/2016,Away,1,DET,W,-7.46,7,-4.9,2,-2.26,0.55
75,32,1,1,MEM,12/23/2016,Home,0,HOU,W,-1.41,5,-2.4,2,1.61,0.91
75,33,0,1,MEM,12/26/2016,Away,1,ORL,L,-8.87,2,-1.2,2,0.17,-0.06
75,34,1,1,MEM,12/27/2016,Away,1,BOS,L,-5.85,17,-32.9,2,-0.68,-0.73
75,35,1,1,MEM,12/29/2016,Home,0,OKC,W,-8.87,2,-1.2,2,0.17,-0.06
75,36,1,1,MEM,12/31/2016,Away,1,SAC,W,-2.37,12,-9.7,2,-0.89,-1.29
75,37,0,1,MEM,1/3/2017,Away,1,LAL,L,0.34,-10,28.1,2,0.27,1.07
75,38,1,1,MEM,1/4/2017,Away,1,LAC,L,-7.46,7,-4.9,2,-2.26,0.55
75,39,1,1,MEM,1/6/2017,Away,1,GSW,W,-8.9,-2,8.6,2,-1.01,0.7
75,40,0,0,MEM,1/8/2017,Home,0,UTA,W,0.34,-10,28.1,2,0.27,1.07
75,41,0,0,MEM,1/11/2017,Away,1,OKC,L,-5.72,12,-9.7,2,-0.71,-0.16
75,42,1,1,MEM,1/13/2017,Away,1,HOU,W,-0.67,-5,9.8,3,-1.13,-0.5
75,43,1,1,MEM,1/15/2017,Home,0,CHI,L,-0.96,-9,23.2,3,0.83,1.13
75,44,0,1,MEM,1/18/2017,Away,1,WAS,L,-4.28,7,-4.9,3,-3.09,1.48
75,45,1,1,MEM,1/20/2017,Home,0,SAC,W,-5.72,12,-9.7,3,-0.71,-0.16
75,46,0,0,MEM,1/21/2017,Home,0,HOU,L,-4.73,-7,13.4,3,1.67,0.61
75,47,0,1,MEM,1/25/2017,Home,0,TOR,W,-3.96,5,-2.4,3,-3.06,-0.55
75,48,1,1,MEM,1/27/2017,Away,1,POR,L,-4.21,-2,8.6,3,-1.39,0.37
75,49,0,1,MEM,1/28/2017,Away,1,UTA,W,-1.37,-2,8.6,3,1.56,-0.61
75,50,1,1,MEM,1/30/2017,Away,1,PHO,W,-3.18,-8,20.8,3,-1.6,1.37
75,51,1,1,MEM,2/1/2017,Away,1,DEN,W,-4.61,5,-2.4,3,0.16,1.45
75,52,0,1,MEM,2/3/2017,Away,1,OKC,L,-5.04,-6,12.2,3,0.62,1.01
75,53,1,1,MEM,2/4/2017,Away,1,MIN,W,-6.39,2,-1.2,3,1.39,1.24
75,54,0,0,MEM,2/6/2017,Home,0,SAS,W,-8.04,12,-9.7,3,-1.68,0.94
75,55,1,1,MEM,2/8/2017,Home,0,PHO,W,-7.46,7,-4.9,3,-2.26,0.55
75,56,1,1,MEM,2/10/2017,Home,0,GSW,L,-8.87,2,-1.2,3,0.17,-0.06
75,57,1,1,MEM,2/13/2017,Away,1,BRK,W,-5.85,17,-32.9,3,-0.68,-0.73
75,58,0,0,MEM,2/15/2017,Home,0,NOP,L,-0.96,-9,23.2,3,0.83,1.13
75,59,0,0,MEM,2/24/2017,Away,1,IND,L,-8.04,12,-9.7,3,-1.68,0.94
75,60,1,1,MEM,2/26/2017,Away,1,DEN,W,-5.02,15,-19.5,3,-0.18,-0.29
75,61,1,1,MEM,2/28/2017,Home,0,PHO,W,-1.41,5,-2.4,3,1.61,0.91
75,62,0,0,MEM,3/3/2017,Away,1,DAL,L,-5.04,-6,12.2,4,0.62,1.01
75,63,1,1,MEM,3/4/2017,Away,1,HOU,L,-5.16,12,-9.7,4,1.15,-0.74
75,64,1,1,MEM,3/6/2017,Home,0,BRK,L,-17.21,18,-40.2,4,-2.96,-0.89
75,65,0,0,MEM,3/9/2017,Home,0,LAC,L,-6.39,2,-1.2,4,1.39,1.24
75,66,0,0,MEM,3/11/2017,Home,0,ATL,L,-8.9,-2,8.6,4,-1.01,0.7
75,67,1,1,MEM,3/13/2017,Home,0,MIL,W,-6.65,16,-20.7,4,-1.28,1.32
75,68,0,0,MEM,3/15/2017,Away,1,CHI,W,-3.18,-8,20.8,4,-1.6,1.37
75,69,1,1,MEM,3/16/2017,Away,1,ATL,W,-3.96,5,-2.4,4,-3.06,-0.55
75,70,1,1,MEM,3/18/2017,Home,0,SAS,W,-1.37,-2,8.6,4,1.56,-0.61
75,71,0,0,MEM,3/21/2017,Away,1,NOP,L,-8.87,2,-1.2,4,0.17,-0.06
75,72,0,0,MEM,3/23/2017,Away,1,SAS,L,-12.54,14,-18.3,4,-5.39,-0.76
75,73,0,0,MEM,3/26/2017,Away,1,GSW,L,-4.73,-7,13.4,4,1.67,0.61
75,74,0,0,MEM,3/27/2017,Away,1,SAC,L,0.34,-10,28.1,4,0.27,1.07
75,75,1,1,MEM,3/29/2017,Home,0,IND,W,-17.21,18,-40.2,4,-2.96,-0.89
75,76,0,0,MEM,3/31/2017,Home,0,DAL,W,-4.73,-7,13.4,4,1.67,0.61
75,77,1,1,MEM,4/2/2017,Away,1,LAL,L,-3.18,-8,20.8,4,-1.6,1.37
75,78,0,0,MEM,4/4/2017,Away,1,SAS,L,-5.85,17,-32.9,4,-0.68,-0.73
75,79,0,0,MEM,4/5/2017,Home,0,OKC,L,-6.82,13,-15.8,4,1.18,-0.43
75,80,0,1,MEM,4/7/2017,Home,0,NYK,W,-4.21,-2,8.6,4,-1.39,0.37
75,81,0,0,MEM,4/9/2017,Home,0,DET,L,-4.61,5,-2.4,4,0.16,1.45
